Series Name,Country Name,Country Code,Region,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
People using at least basic drinking water services (% of population),Syrian Arab Republic,SYR,Middle East & North Africa,91.59740617,91.74065218,91.8822809,92.02212678,92.16035152,92.29665878,92.43120994,92.56414172,92.69532272,92.82469445,92.95244335,93.00038436,93.05277167,93.10985329,93.17153556,93.31814307,93.46161774,93.60191914,93.73901986,93.87294349,94.0036368,94.05369268
People using at least basic drinking water services (% of population),Tajikistan,TJK,Europe & Central Asia,56.50622983,57.77505724,59.05005812,60.33123362,61.61817432,62.91171028,64.21141851,65.51729903,66.82934982,68.14757505,69.47196936,70.80222245,72.14545744,73.49980819,74.86490181,76.23949316,77.62285621,79.01396474,80.41159049,81.81511097,81.8524176,81.89407836
People using at least basic drinking water services (% of population),Tanzania,TZA,Sub-Saharan Africa,28.66642176,30.07318389,31.47975127,32.98327891,34.482181,35.98113379,37.47999279,38.97762695,40.47431843,41.96753602,43.45844321,44.94499527,46.42737861,47.90361465,49.37183757,50.83147012,52.28117023,53.72079641,55.14943388,56.56584813,57.97026559,59.36117077
People using at least basic drinking water services (% of population),Thailand,THA,South Asia,94.11536425,94.48788336,94.85497162,95.21627361,95.57161156,95.92398423,96.26284452,96.5944036,96.918519,97.23486254,97.54342532,97.83204847,98.11334619,98.38999593,98.66201207,98.9293594,99.1920331,99.38771075,99.53560655,99.96483136,100,99.99999799
People using at least basic drinking water services (% of population),Timor-Leste,TLS,East Asia & Pacific,48.7395,49.5867,50.6238521,52.14647297,53.66761164,55.17522213,56.68124545,58.18565681,59.68903885,61.70332306,63.73991689,65.79894056,67.87940305,69.9808749,72.10317421,74.2458313,76.408371,78.59011916,80.7910054,82.38411592,83.9742221,85.56091447
People using at least basic drinking water services (% of population),Togo,TGO,Sub-Saharan Africa,45.4372037,46.69803567,47.95016452,49.19293402,50.42624664,51.64951374,52.86314406,54.06703895,55.26154756,56.44477357,57.61843891,58.790723,59.9571387,61.11167344,62.25505684,63.3871896,64.50939745,65.62109299,66.72207307,67.81212905,68.89105921,69.94698197
People using at least basic drinking water services (% of population),Tonga,TON,East Asia & Pacific,98.14278984,98.14273837,98.14268999,98.14264444,98.14259214,98.17976042,98.21695505,98.25420196,98.29150993,98.32888232,98.36633247,98.40384977,98.44122303,98.4783971,98.51550505,98.55253896,98.589508,98.62640902,98.6633452,98.70035345,98.73745963,98.77468859
People using at least basic drinking water services (% of population),Trinidad and Tobago,TTO,Latin America & Caribbean,92.20424493,92.56261929,92.92079751,93.2787796,93.63656555,93.99415538,94.35154906,94.70874661,95.06574803,95.42255331,95.77916246,96.13557547,96.49179235,97.370348,97.75326282,98.13617765,98.51909247,98.87517077,98.87517077,98.87517077,98.87517077,98.87517077
People using at least basic drinking water services (% of population),Tunisia,TUN,Middle East & North Africa,89.05572313,89.39955421,89.71308806,90.02177928,90.32159824,90.59893224,90.87282195,91.14282782,91.4092013,91.67195628,91.93091261,92.04714824,92.579358,93.10709365,93.63084984,94.15151418,94.66853596,95.18153746,95.69022955,96.19409018,96.69266174,96.93899305
People using at least basic drinking water services (% of population),Turkiye,TUR,Europe & Central Asia,93.56416201,93.64893626,93.86090449,94.06871777,94.27248906,94.4720884,94.66775364,94.85942572,95.04726853,95.23118316,95.41132371,95.58771635,95.76048722,95.9293416,96.09453946,96.25616116,96.41432543,96.56908735,96.72060791,96.86896416,97.0142666,97.02029543
People using at least basic drinking water services (% of population),Turkmenistan,TKM,Europe & Central Asia,87.14640186,87.80857917,88.46603406,89.11859539,89.7662627,90.50343391,91.23818987,91.97019022,92.69870211,93.42359137,94.14426134,94.86029562,95.57134283,96.27697729,96.97194753,97.65894272,98.33813041,98.99758141,99.34508137,99.79292325,100,99.99999969
People using at least basic drinking water services (% of population),Tuvalu,TUV,East Asia & Pacific,98.80753367,98.83258578,98.85752029,98.88038457,98.90200596,98.92335766,98.94443982,98.96524507,98.98577609,99.00606864,99.02610432,99.04589636,99.06543091,99.08475633,99.10398101,99.1231344,99.14222992,99.16127889,99.18028333,99.19926608,99.21823583,99.23719479
People using at least basic drinking water services (% of population),Uganda,UGA,Sub-Saharan Africa,26.41692993,27.69130098,28.9911541,30.31588927,31.66535802,33.0370259,34.43261037,35.85003199,37.28950877,38.74943378,40.22995744,41.72988703,43.2488591,44.78487924,46.33873881,47.90880897,49.49353039,51.09211652,52.70309273,54.32668724,55.96110322,57.60557485
People using at least basic drinking water services (% of population),Ukraine,UKR,Europe & Central Asia,98.14353243,98.19418782,98.22672142,98.2255003,97.76142995,97.29496669,96.8250032,96.35197601,95.87591334,95.3968359,94.91676304,94.43524993,93.95227979,93.78815014,93.32207138,93.36158795,93.40063358,93.43928828,93.47633322,93.51157783,93.54498546,93.53463927
People using at least basic drinking water services (% of population),United Arab Emirates,ARE,Middle East & North Africa,99.61583298,99.61388769,99.63479764,99.65596463,99.67737501,99.69903025,99.72091698,99.74304089,99.76541026,99.78799435,99.81079568,99.83380574,99.85701108,99.88040853,99.90398888,99.92774627,99.95167572,99.9757577,100,100,100,100
People using at least basic drinking water services (% of population),United Kingdom,GBR,Europe & Central Asia,100,99.99999771,99.99999743,99.99999644,99.99999768,100,99.99999872,99.99999964,100,100,100,99.9999974,100,99.99999981,99.99999835,100,99.99999722,100,100,99.99999734,100,99.99999864
People using at least basic drinking water services (% of population),United States,USA,North America,98.89697427,98.89697427,98.89697427,98.89697427,98.89697427,98.89697427,98.90381317,98.91061156,98.91737002,98.92408842,99.01064611,99.09636791,99.18111022,99.26488934,99.34764481,99.4293286,99.50989534,99.58934389,99.66759017,99.74463092,99.82042152,99.89493841
People using at least basic drinking water services (% of population),Uruguay,URY,Latin America & Caribbean,96.97932745,97.04557933,97.11410256,97.18096531,97.24568724,97.45729994,97.66039408,97.85507251,98.04187841,98.22094361,98.39292934,98.55794825,98.70838106,98.85257812,98.99355875,99.1313996,99.26625158,99.39807061,99.47859871,99.48723799,99.49575707,99.50424188
People using at least basic drinking water services (% of population),Uzbekistan,UZB,Europe & Central Asia,87.31260017,87.80344919,88.29017142,88.77254115,89.25034858,89.72354528,90.19221919,90.65617904,91.11538219,91.56966792,92.01922503,92.43567794,92.82442052,93.21602188,93.61048357,94.00782163,94.40804398,94.81115707,95.21857311,95.62743615,95.95780935,96.28974264
People using at least basic drinking water services (% of population),Vanuatu,VUT,East Asia & Pacific,83.37709023,83.42441186,83.47206821,83.52039773,83.56907337,83.99689789,84.45656892,84.91485347,85.37188611,85.82763213,86.26307266,86.68646911,87.10964892,87.53246423,87.95490942,88.37698694,88.79881781,89.22027679,89.64255045,90.0654259,90.48902744,90.91301735
People using at least basic drinking water services (% of population),"Venezuela, RB",VEN,Latin America & Caribbean,97.22769791,97.05060305,96.87350819,96.69641333,96.51931847,96.34222361,96.16512875,95.98803389,95.81093903,95.63384417,95.45674931,95.27965445,95.10255959,94.92546473,94.74836987,94.57127501,94.39418015,94.21708529,94.03999043,93.86289557,93.68580071,93.50870585
People using at least basic drinking water services (% of population),Viet Nam,VNM,East Asia & Pacific,80.57967112,81.43855389,82.29115372,83.13653519,83.97499641,84.80584399,85.62918333,86.44479425,87.25232124,88.05180681,88.84423284,89.62773666,90.40222105,91.16709536,91.92255911,92.66830859,93.40408105,94.12940815,95.16878487,95.98905365,96.66702247,97.31751338
People using at least basic drinking water services (% of population),West Bank and Gaza,PSE,Middle East & North Africa,90.64785576,91.05157588,91.4544913,91.85651547,92.25775266,92.65811255,93.05765354,93.45641275,93.85432385,94.25165647,94.64840121,95.04451113,95.43993754,95.75916299,96.07087911,96.37985702,96.6860021,96.98922408,97.28942543,97.58650673,97.88040196,98.17100019
People using at least basic drinking water services (% of population),"Yemen, Rep.",YEM,Middle East & North Africa,40.87906986,41.10933041,41.34313137,42.5965018,43.7698219,44.92921421,46.07582649,47.20912205,48.32899109,49.43532431,50.52801112,51.60659626,52.67101478,53.72152504,54.75738283,55.77886898,56.78561719,57.7775958,58.75449438,59.71657984,60.6635718,61.59520686
People using at least basic drinking water services (% of population),Zambia,ZMB,Sub-Saharan Africa,47.00293097,47.98584221,49.10737086,50.22019967,51.32429906,52.41912758,53.50517666,54.58192733,55.65032194,56.70844024,57.75815589,58.79852012,59.83172629,60.85808425,61.87658337,62.88795693,63.89123229,64.8867121,65.87427046,66.85339838,67.82400402,68.03478318
People using at least basic drinking water services (% of population),Zimbabwe,ZWE,Sub-Saharan Africa,71.86938918,72.01604767,71.70607159,71.21101719,70.68706094,70.16310814,69.63880511,69.11454663,68.58997097,68.06548166,67.54071119,67.01607423,66.4911847,65.9664737,65.45410959,64.95493221,64.46896086,63.99662731,63.53877335,63.0949538,62.66645611,62.25279758
People using safely managed drinking water services (% of population),Afghanistan,AFG,South Asia,11.09332631,11.10522115,12.00773317,12.90992153,13.81868375,14.73385294,15.64842658,16.56252312,17.47601039,18.38888434,19.30113922,20.21288423,21.12399634,22.03446972,22.94430071,23.85358955,24.76222018,25.67141724,26.58131454,27.49173411,28.40250515,29.313843
People using safely managed drinking water services (% of population),Albania,ALB,Europe & Central Asia,49.13832056,49.08119775,48.98476557,48.88544575,50.71767779,52.57833242,54.4670825,56.38384332,58.32847892,60.3009052,62.30063019,64.32740261,66.38085203,68.45983281,70.56326102,70.59196989,70.61650786,70.63694159,70.65335162,70.66585501,70.67453741,70.70579506
People using safely managed drinking water services (% of population),Algeria,DZA,Middle East & North Africa,70.07851733,70.64218503,71.19185837,71.72696432,72.24755177,72.75315105,73.24434661,73.72072126,74.18282384,74.62768772,75.05680781,75.46991698,75.86762297,76.25014268,76.61823194,76.97196064,76.39485926,75.73054179,75.0361304,73.95387749,72.24814733,70.54703078
People using safely managed drinking water services (% of population),Andorra,AND,Europe & Central Asia,90.63999951,90.6400015,90.64000119,90.64000008,90.64000123,90.63999808,90.64000399,90.64000357,90.64000377,90.6400038,90.63999825,90.64000111,90.63999819,90.64000195,90.64000037,90.64000157,90.63999638,90.64000338,90.63999598,90.63999709,90.63999867,90.64000155
People using safely managed drinking water services (% of population),Armenia,ARM,Europe & Central Asia,82.35071935,82.45861869,82.57382492,82.69190567,82.81055945,82.92975586,83.04956632,83.16992433,83.2908923,83.26616462,83.24158935,83.21716934,83.19288903,83.16902261,83.14534804,83.07821072,82.93473086,82.79145838,82.95983804,82.82284776,82.68581879,82.54877772
People using safely managed drinking water services (% of population),Austria,AUT,Europe & Central Asia,96.71923477,96.89049777,97.06175451,97.23301239,97.40427293,97.57553467,97.74679768,97.9180547,98.08931402,98.26057645,98.43183703,98.60309534,98.7743527,98.91264186,98.91103088,98.90942135,98.90780819,98.90620205,98.90447482,98.90261913,98.90064308,98.89854282
People using safely managed drinking water services (% of population),Azerbaijan,AZE,Europe & Central Asia,57.74855478,59.4884134,60.11043413,60.72895972,61.34376705,61.95467734,62.56189412,63.16557867,63.76539141,64.36151041,64.95611473,65.54862721,66.13864431,66.72584786,67.30969812,67.88978273,68.4656824,69.03698468,69.60326589,70.16406507,70.67330997,71.14634824
People using safely managed drinking water services (% of population),Bahrain,BHR,Middle East & North Africa,98.88197973,98.88849678,98.8950135,98.9015299,98.90804596,98.9145617,98.92107712,98.9275922,98.9269989,98.92508029,98.92316168,98.92124307,98.91932445,98.91740584,98.91548723,98.91356862,98.91165001,98.9097314,98.90781279,98.90589417,98.90397556,98.90397556
People using safely managed drinking water services (% of population),Bangladesh,BGD,South Asia,55.31870083,55.32511609,55.30371515,55.27874715,55.25035294,55.21885007,55.18367364,55.14496823,55.10287513,55.05754576,55.00858639,54.95632277,55.30369245,55.66687813,56.04547782,56.44019783,56.85079903,57.27760142,57.72074495,58.18021327,58.65599777,59.1298464
People using safely managed drinking water services (% of population),Belarus,BLR,Europe & Central Asia,81.81270734,81.96306865,82.11218946,82.25975803,83.36190652,84.44519877,85.50994403,86.55644749,87.5852408,88.59596526,89.60049132,90.58957845,91.55891428,92.31100942,92.40422543,92.49670655,92.58800377,92.67831571,92.76654466,92.8526696,92.93711077,93.01940273
People using safely managed drinking water services (% of population),Belgium,BEL,Europe & Central Asia,99.63134718,99.63134884,99.63135285,99.63134694,99.63135371,99.63135284,99.6313486,99.6313479,99.63134577,99.63134903,99.63966468,99.64797617,99.65629425,99.66460612,99.67292409,99.68123686,99.68955964,99.69786905,99.70618599,99.71450454,99.72281209,99.73113433
People using safely managed drinking water services (% of population),Bhutan,BTN,South Asia,22.29280748,22.74600974,23.20096352,23.65746898,24.11556724,24.56424472,24.91852796,25.27158047,25.62332676,25.97302454,26.32106774,30.2420417,34.16600229,38.0903976,42.76109599,47.45906674,52.08909145,56.59074989,60.82677608,65.0083051,69.13715868,72.66556687
People using safely managed drinking water services (% of population),Bosnia and Herzegovina,BIH,Europe & Central Asia,87.3499799,87.47272339,87.59461706,87.71558368,87.83569083,87.95482538,88.07303089,88.1903649,88.3067593,88.42221307,88.53673334,88.65033871,88.70229292,88.7976821,88.81718497,88.82512689,88.83335834,88.84189746,88.8506935,88.72297589,88.13888189,87.5547838
People using safely managed drinking water services (% of population),Brazil,BRA,Latin America & Caribbean,76.03210041,76.59752565,76.98463911,77.26596854,77.54171058,77.81196826,78.0771293,78.33726592,78.59245281,78.8422057,79.08718376,79.32989308,79.56786713,80.38308089,81.19480278,82.00246168,82.74326021,83.60515498,84.40003882,85.1909259,85.92161788,86.64403312
People using safely managed drinking water services (% of population),Bulgaria,BGR,Europe & Central Asia,89.6637321,90.18406389,90.70462791,91.22540227,91.74640085,92.26762503,92.78907568,93.31076496,93.83269675,94.35487304,94.87729717,95.39997294,95.92294022,96.44622729,96.9233874,96.76209216,96.6015635,96.44181386,96.28281311,96.12456449,95.96707641,95.81034352
People using safely managed drinking water services (% of population),Cambodia,KHM,East Asia & Pacific,16.96313439,17.44534964,17.92783506,18.41059194,18.89397713,19.37799407,19.86228634,20.34721673,20.84620506,21.41869061,21.99383152,22.571645,23.15214873,23.73499127,24.3209254,24.90960296,25.50104015,26.0948804,26.69338329,27.29620993,27.90376664,28.46830325
People using safely managed drinking water services (% of population),Canada,CAN,North America,98.16673937,98.17581291,98.17794446,98.18010645,98.1822382,98.24079538,98.29946537,98.35997218,98.41990959,98.47926404,98.53806391,98.59599112,98.6516771,98.70725355,98.76270634,98.8180621,98.87330749,98.92850337,98.98362609,99.03861963,99.03894619,99.03932083
People using safely managed drinking water services (% of population),Central African Republic,CAF,Sub-Saharan Africa,8.530864702,8.39601756,8.261703375,8.12778881,7.994275435,7.863782423,7.736172295,7.61142944,7.489293117,7.369627696,7.252413324,7.137399458,7.024562341,6.91376368,6.804762024,6.697531044,6.592035545,6.487937573,6.385206969,6.283710971,6.183318163,6.083897945
People using safely managed drinking water services (% of population),Chad,TCD,Sub-Saharan Africa,5.52087399,5.554363404,5.586597043,5.6178206,5.647914451,5.676879519,5.704717782,5.731559942,5.757150622,5.781619435,5.807364525,5.834463667,5.863130313,5.893310933,5.925087721,5.958684062,5.994188838,6.0316936,6.071435842,6.113368349,6.157883138,6.204938183
People using safely managed drinking water services (% of population),Chile,CHL,Latin America & Caribbean,92.09302654,92.5939095,93.0706287,93.47617309,93.88457553,94.29474644,94.7076425,95.12258821,95.54008676,95.95955032,96.38097377,96.80474658,97.23040633,97.65809673,98.08776358,98.38247357,98.57763489,98.77023843,98.77136702,98.77136654,98.77137068,98.77136764
People using safely managed drinking water services (% of population),Colombia,COL,South Asia,68.54951802,68.86417082,69.17526162,69.48280618,69.78638244,70.08601245,70.3817299,70.63542333,70.88483527,71.12998845,71.37048336,71.60637291,71.83812373,72.06535749,72.28810151,72.50683793,72.72159971,72.93200625,73.12643789,73.27191936,73.4132311,73.71989554
People using safely managed drinking water services (% of population),"Congo, Dem. Rep.",COD,Sub-Saharan Africa,12.21232678,12.21323742,12.20866138,12.19847076,12.18253294,12.16194769,12.13713268,12.10787412,12.0733618,12.03397975,11.98893091,11.93857248,11.88212147,11.819369,11.75037224,11.67464089,11.59195846,11.50185703,11.40437394,11.29904787,11.18566629,11.38371356
People using safely managed drinking water services (% of population),"Congo, Rep.",COG,Sub-Saharan Africa,27.42229101,27.58308486,27.78180634,27.9804125,29.57639502,31.19525067,32.83665956,34.5007062,36.1879206,37.89809636,39.63144422,41.38690083,42.42858072,43.01324021,43.59852041,44.18409343,44.76963247,45.35481245,45.53563972,45.71646535,45.89689609,46.07653625
People using safely managed drinking water services (% of population),Costa Rica,CRI,Latin America & Caribbean,76.40623538,76.75395869,77.08671436,77.40466267,77.70784952,77.99627923,78.27047621,78.53062087,78.77711895,79.01002406,79.23003996,79.437388,79.63195153,79.8145511,79.98602628,80.14721556,80.29888117,80.4417707,80.52559036,80.52068401,80.51604657,80.51168811
People using safely managed drinking water services (% of population),Cote d'Ivoire,CIV,Sub-Saharan Africa,23.08665542,23.56304859,24.00674223,24.08592992,24.16487083,24.24292253,24.32050975,24.39763103,24.47428522,24.55005122,24.62534545,24.70016678,28.73757098,31.50568131,33.25077942,35.01074784,36.78547555,38.57546438,40.38101372,42.15154508,43.64164062,43.7664579
People using safely managed drinking water services (% of population),Croatia,HRV,Europe & Central Asia,85.11640784,85.16894907,85.21019167,85.25168154,85.29292734,85.33417092,85.37541882,85.41666117,85.41666117,85.41666117,85.41666117,85.41666117,85.41666117,85.41666117,85.41666117,85.41666117,85.41666117,85.41666117,85.41666117,85.41666117,85.41666117,85.41666117
People using safely managed drinking water services (% of population),Cyprus,CYP,Europe & Central Asia,95.85307183,95.85300514,95.85304397,95.8455426,96.10549345,96.36541063,96.62529656,96.88515391,97.14498091,97.40478253,97.6645478,97.92428296,98.18399666,98.44365336,98.70325916,98.96281415,99.22230525,99.48174563,99.7411138,99.76519236,99.76517216,99.76513248
People using safely managed drinking water services (% of population),Czechia,CZE,Europe & Central Asia,96.32185978,96.31792189,96.43582937,96.55407082,96.67268537,96.79166693,96.91102064,97.03072528,97.15082662,97.27128488,97.39212853,97.51333697,97.6355732,97.75822598,97.88044305,97.88072535,97.88100085,97.88131356,97.8816619,97.88204832,97.8824672,97.88292555
People using safely managed drinking water services (% of population),Denmark,DNK,Europe & Central Asia,94.0215447,94.02154501,94.02154563,94.02154279,94.41844933,94.81535324,95.21226417,95.60916882,96.0060749,96.40297241,96.79987922,97.19678637,97.59368716,97.99059382,98.38750014,98.78440964,99.18130904,99.57821742,99.91883113,99.91883035,99.91882406,99.91882718
People using safely managed drinking water services (% of population),Dominican Republic,DOM,Latin America & Caribbean,41.95907183,42.08168014,42.20253376,42.37858908,42.5745983,42.76491723,42.95011735,43.12986327,43.3042056,43.47217862,43.63473829,43.77853347,43.90859449,44.03399259,44.15502209,44.27185541,44.38441654,44.49237681,44.5939614,44.68936087,44.77878551,44.86265823
People using safely managed drinking water services (% of population),Ecuador,ECU,North America,58.20304855,58.7580238,59.26656039,59.74421018,60.22144242,60.69800717,61.17390575,61.64963818,62.12471283,62.59912447,63.07312561,63.5385152,63.99779793,64.4567911,64.91525644,65.37367358,65.83156109,66.18117227,66.39469848,66.60985713,66.8266653,67.04490248
People using safely managed drinking water services (% of population),Estonia,EST,Europe & Central Asia,91.68187904,92.00879032,92.33977379,92.6746855,93.01373115,93.35693069,93.70417764,94.05564074,94.41134106,94.77130578,95.13545713,95.50393288,95.88739995,96.28194228,96.67541958,96.84609675,96.87794315,96.91004806,96.94275048,96.97601045,96.99838838,97.00866426
People using safely managed drinking water services (% of population),Ethiopia,ETH,Sub-Saharan Africa,5.043846347,5.42753511,5.593436658,5.776201485,5.976074928,6.192946534,6.427056812,6.683616939,7.018839912,7.371676315,7.742936504,8.13165334,8.538261222,8.955855426,9.390484613,9.841514787,10.30899722,10.79194711,11.29107585,11.80605257,12.33620328,12.88151333
People using safely managed drinking water services (% of population),Fiji,FJI,East Asia & Pacific,39.23305043,39.3319457,39.43083916,39.53001965,39.62956396,39.72871609,39.82823102,39.92785974,40.0519007,40.18190686,40.31231136,40.44261086,40.57330858,40.70339247,40.83361828,40.96399284,41.09425656,41.22415871,41.35394899,41.48286371,41.61064922,41.73755481
People using safely managed drinking water services (% of population),Finland,FIN,Europe & Central Asia,93.81033034,94.20739619,94.60446583,95.00153791,95.39860614,95.79567353,96.19274092,96.58981157,96.98687483,97.38394507,97.78101136,98.17808147,98.57515443,98.97222085,99.36929047,99.63062605,99.63187158,99.63312866,99.63454783,99.63615198,99.63792536,99.63990231
People using safely managed drinking water services (% of population),France,FRA,Europe & Central Asia,97.35587725,97.35235806,97.34887093,97.34540552,97.46617466,97.58779359,97.7102118,97.83344887,97.95745774,98.08225713,98.20784978,98.33426154,98.46149055,98.5895541,98.71844682,98.84819803,98.97879003,99.11024776,99.2425569,99.37573798,99.50978126,99.64470644
People using safely managed drinking water services (% of population),"Gambia, The",GMB,Sub-Saharan Africa,21.76900004,23.04749776,24.35190611,25.66645531,26.94475542,28.24406096,29.56431851,30.9054783,32.2679711,33.64979422,35.05231894,36.47444947,37.91713504,39.37761372,40.85511397,42.34881259,43.85727512,44.66125551,45.28106359,45.89241164,46.495303,47.089187
People using safely managed drinking water services (% of population),Georgia,GEO,Europe & Central Asia,64.11659382,64.06283184,64.14716569,64.3996928,64.65125211,64.90184353,65.15195523,65.4015857,65.65024859,65.89795072,66.14517508,66.39143652,66.63721939,66.88156751,67.12543946,67.36835529,67.61461817,67.86279832,68.11381489,68.36719636,68.62339333,68.88145941
People using safely managed drinking water services (% of population),Germany,DEU,Europe & Central Asia,99.84289934,99.84290198,99.84290313,99.84290837,99.84934888,99.85582934,99.86233898,99.86888155,99.87545667,99.8784503,99.88152997,99.88470421,99.88771537,99.89072998,99.89375301,99.89677489,99.89984053,99.90294679,99.90611558,99.90934446,99.91265021,99.91604275
People using safely managed drinking water services (% of population),Ghana,GHA,Sub-Saharan Africa,12.09628758,12.33979553,13.27551974,14.41100784,15.80790143,17.23667927,18.69811464,20.19171421,21.71730184,23.27362046,24.86189003,26.48082259,28.12981131,29.8078022,31.51449954,33.24960007,35.01281064,36.80340458,38.62106817,40.46504862,42.33545616,43.59805752
People using safely managed drinking water services (% of population),Greece,GRC,Europe & Central Asia,99.15238951,99.21812229,99.28735977,99.35514628,99.42153381,99.48648553,99.4733442,99.44516658,99.41644592,99.38720798,99.35744989,99.32719967,99.2964455,99.26519667,99.23347101,99.18443382,99.13363639,99.08283228,99.03203613,98.98123734,98.93044159,98.87963707
People using safely managed drinking water services (% of population),Grenada,GRD,Latin America & Caribbean,78.71872508,79.61002488,80.50477839,81.40298562,82.30464658,83.20976125,84.11832965,85.03035176,85.94093169,86.83960644,87.74163632,88.64702132,89.44017351,89.8113018,89.91768,89.91768,89.91768,89.91768,89.91768,89.91768,89.91768,89.91768
People using safely managed drinking water services (% of population),Guatemala,GTM,Latin America & Caribbean,46.81888805,47.29901855,47.78180786,48.26303712,48.74406176,49.2272204,49.71269291,50.20067516,50.69118347,51.18367597,51.67890815,52.17632821,52.67633155,53.18113102,53.69084834,54.20601274,54.72614117,54.98538841,55.24571218,55.50661617,55.76823686,56.03049355
People using safely managed drinking water services (% of population),Guinea-Bissau,GNB,Sub-Saharan Africa,17.77465488,18.0717739,18.3696592,18.6673489,18.96497538,19.2616147,19.55807677,19.85344008,20.1478049,20.44029137,20.73194228,21.02185535,21.31008085,21.59605415,21.87979843,22.16103864,22.4392223,22.71408426,22.98561593,23.25327748,23.51680188,23.77591801
People using safely managed drinking water services (% of population),Honduras,HND,Latin America & Caribbean,41.60141746,41.87106644,42.14838771,43.52074493,44.92496241,46.36073205,47.8287336,49.32891968,50.86167201,52.42657035,54.02439828,55.65461024,57.31810983,59.01392229,60.74301008,62.13795006,62.59683672,63.05179069,63.50249663,63.94898613,64.39129479,64.82911437
People using safely managed drinking water services (% of population),Hungary,HUN,Europe & Central Asia,86.63125007,86.63957157,86.67556378,86.71130063,86.74694577,86.78801895,86.83443607,86.88050689,86.92622299,86.97150089,87.01100287,87.05015089,87.07817829,88.59905443,90.11402468,91.62311446,93.1266726,94.62444145,96.14338385,97.62955066,99.10948171,99.99999885
People using safely managed drinking water services (% of population),Iceland,ISL,Europe & Central Asia,90.15560926,90.69080409,91.22600147,91.76119609,92.29639468,92.8315926,93.36679201,93.9019892,94.43718143,94.97238321,95.50757875,96.042776,96.57797147,97.11316958,97.64836848,98.18356382,98.71876069,99.25395617,99.7891572,99.99999846,100,100
People using safely managed drinking water services (% of population),Indonesia,IDN,South Asia,23.54184443,23.87743949,24.21127618,24.54320624,24.873476,25.20141828,25.52741773,25.85120918,26.17303649,26.49239423,26.80710292,27.10765574,27.40621285,27.70253949,27.9969894,28.28921669,28.57923081,28.8665952,29.15155757,29.43391674,29.71391558,29.99125244
People using safely managed drinking water services (% of population),"Iran, Islamic Rep.",IRN,Middle East & North Africa,90.34097281,90.5700792,90.79442586,91.01405569,91.22889494,91.43885842,91.64402131,91.83838783,92.02550564,92.20852149,92.38761727,92.56272567,92.73255469,92.89769004,93.05933814,93.21732963,93.37181289,93.52265578,93.66971397,93.81299012,93.95266104,94.08863277
People using safely managed drinking water services (% of population),Iraq,IRQ,Middle East & North Africa,50.24093786,50.71764829,51.19349978,51.66849693,52.14264046,52.61592145,53.08806965,53.55965179,54.03037302,54.49998402,54.98614045,55.48044835,55.97190835,56.4605406,56.94658822,57.4300489,57.91293384,58.39519561,58.87657216,59.35663083,59.66446215,59.70278242
People using safely managed drinking water services (% of population),Ireland,IRL,Europe & Central Asia,64.4293758,64.53593927,64.64603886,64.772731,64.89963038,69.56671852,74.17241026,78.70412835,83.19453227,87.6441059,92.05278116,94.93119855,95.02115731,95.11063738,95.19962515,95.28813235,95.37613768,95.46347295,95.55008231,95.70191911,95.85353668,95.99583147
People using safely managed drinking water services (% of population),Israel,ISR,Europe & Central Asia,99.77198628,99.77213841,99.75787558,99.74361366,99.72934096,99.71505516,99.7007595,99.68645681,99.67214892,99.65782683,99.64350664,99.62917923,99.61484376,99.60050985,99.58616303,99.57181602,99.5574612,99.54309754,99.52872333,99.51434274,99.49995773,99.48556442
People using safely managed drinking water services (% of population),Italy,ITA,Europe & Central Asia,94.76837962,94.98710866,95.20593802,95.42486769,95.64389767,95.86302797,96.08225858,96.13227013,95.90065016,95.66889803,95.43701374,95.20499727,94.97284863,94.74056783,94.50815486,94.25135524,93.99455563,93.73775601,93.4809564,93.22415679,92.96735717,92.71055756
People using safely managed drinking water services (% of population),Japan,JPN,East Asia & Pacific,97.85424256,97.85424256,97.85424256,97.85424256,97.85424256,97.90149264,97.94875049,97.99601611,98.04328949,98.09057064,98.13785955,98.18515623,98.23246068,98.2797729,98.32709288,98.37442062,98.42175614,98.46909942,98.51645046,98.56380928,98.61117586,98.6585502
People using safely managed drinking water services (% of population),Jordan,JOR,Middle East & North Africa,53.49446697,53.49705433,53.4996419,53.50226854,53.50484954,53.45551216,55.55523361,57.66395431,59.78104766,61.90627205,64.03882927,66.17831152,68.32413213,70.47597724,72.6332167,74.81073446,76.98949067,79.1695333,81.35081297,83.53325411,85.71683911,85.71292166
People using safely managed drinking water services (% of population),Kazakhstan,KAZ,Europe & Central Asia,63.10208487,63.36984127,64.92973125,66.50293418,68.08937801,69.68897748,71.30165639,72.92733783,74.56594745,76.21740885,77.88132575,79.55826917,81.24783134,82.90749798,84.48870872,86.08145414,87.68541872,89.30042104,89.30981823,89.32126354,89.33464371,89.34996923
People using safely managed drinking water services (% of population),Kiribati,KIR,East Asia & Pacific,10.16914291,10.33283814,10.43968236,10.54668585,10.65373309,10.76070402,10.92348933,11.13099342,11.34081458,11.55259171,11.76645469,11.98240967,12.20046271,12.42010468,12.64172067,12.86518056,13.08850358,13.31110747,13.53319849,13.75472054,13.97534671,14.19515155
