Series Name,Country Name,Country Code,Region,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
People with basic handwashing facilities including soap and water (% of population),Bangladesh,BGD,South Asia,19.96052675,19.96052675,19.96052675,19.96052675,19.96052675,19.96052675,20.18406297,20.41138865,20.64218719,20.87614253,24.42005112,27.93989743,31.43384137,34.90063419,38.34090291,41.75359819,45.13910166,48.49695932,51.82702067,55.12933244,58.40395244,61.65072984
People with basic handwashing facilities including soap and water (% of population),Barbados,BRB,Latin America & Caribbean,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061,88.46935061
People with basic handwashing facilities including soap and water (% of population),Belize,BLZ,Latin America & Caribbean,81.67745661,81.67745661,81.67745661,81.67745661,81.67745661,81.67745661,81.67837606,81.67929485,81.68021348,81.68112798,83.32554124,84.31832304,85.1647634,86.01119864,86.8582652,87.70655857,88.55672768,89.40936886,90.26509055,90.26999416,90.27548384,90.28155612
People with basic handwashing facilities including soap and water (% of population),Benin,BEN,Sub-Saharan Africa,1.6207407,1.87166046,2.170179076,2.700690384,3.233209723,3.767635032,4.304033269,4.842478111,5.382921218,5.925240117,6.469572129,7.015928288,7.564319376,8.114608439,8.667326523,9.222357856,9.779728819,10.33946672,10.90160036,11.46615629,12.03316234,12.08159587
People with basic handwashing facilities including soap and water (% of population),Bhutan,BTN,South Asia,75.79000083,75.79000083,75.79000083,75.79000083,75.79000083,75.95865075,76.07014204,76.18312748,76.29759928,77.75361731,79.18508778,80.59156622,81.97135799,83.32462799,84.65172669,85.95309763,87.22916358,88.48043164,89.70743719,90.91073777,92.09096169,93.24870149
People with basic handwashing facilities including soap and water (% of population),Bolivia,BOL,Latin America & Caribbean,26.67097277,26.67097277,26.67097277,26.67097277,26.67097277,26.67097277,26.67097277,26.67097277,26.67097277,26.67097277,26.67097277,26.7028997,26.73461168,26.76222421,26.78724809,26.81212844,26.8369355,26.86152925,26.88633686,26.91136,26.93652922,26.96183976
People with basic handwashing facilities including soap and water (% of population),Bosnia and Herzegovina,BIH,Europe & Central Asia,97.19482738,97.19482738,97.19482738,97.19482738,97.19482738,97.19482738,97.19482738,97.19482738,97.19482738,97.20295695,97.21109221,97.21925154,97.22743269,97.23559163,97.24377208,97.25226029,97.26105802,97.26105802,97.26105802,97.26105802,97.26105802,97.26105802
People with basic handwashing facilities including soap and water (% of population),Burkina Faso,BFA,Sub-Saharan Africa,7.109202652,7.262780293,7.435451997,7.604411211,7.769940603,7.930865872,8.087451923,8.208002097,8.299646242,8.386603418,8.469100052,8.546988413,8.619958317,8.687878679,8.750765696,8.808328133,8.860433126,8.906550768,8.946726184,8.980982019,9.008969234,9.082437627
People with basic handwashing facilities including soap and water (% of population),Burundi,BDI,Sub-Saharan Africa,5.874839887,5.874839887,5.874839887,5.874839887,5.874839887,5.923064848,5.972516121,6.022989016,6.074892341,6.087436673,6.099128669,6.109665109,6.118762301,6.126879763,6.133361574,6.138466788,6.142083458,6.144099129,6.14440211,6.142880092,6.195175424,6.248694457
People with basic handwashing facilities including soap and water (% of population),Cambodia,KHM,East Asia & Pacific,60.44080613,60.44080613,60.44080613,60.44080613,60.44080613,60.44080613,60.44080613,60.44080613,60.44080613,60.56240097,60.68568906,60.81067121,60.93734588,63.27018069,65.5839564,67.87792659,70.15167768,72.40459501,74.63738971,76.84910032,79.03909801,81.20646675
People with basic handwashing facilities including soap and water (% of population),Central African Republic,CAF,Sub-Saharan Africa,15.76922905,15.76922905,15.76922905,15.76922905,15.76922905,15.77616066,15.78450501,15.79433006,15.80556912,16.22797264,16.65721119,17.09402214,17.53932524,17.99396153,18.45862943,18.93428963,19.42195191,19.92213129,20.43582662,20.96387887,21.50712995,22.06642138
People with basic handwashing facilities including soap and water (% of population),Chad,TCD,Sub-Saharan Africa,14.65938795,14.65938795,14.65938795,14.65938795,14.65938795,14.67012723,14.68086668,14.69193181,14.70267178,15.5800326,16.46151056,17.34618844,18.23340094,19.12193532,20.01087255,20.89949766,21.78683867,22.6719233,23.55393521,24.43171395,25.3045276,26.17119939
People with basic handwashing facilities including soap and water (% of population),China,CHN,East Asia & Pacific,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.03880125,97.07455813,97.10924291,97.14284025,97.17535983
People with basic handwashing facilities including soap and water (% of population),Colombia,COL,South Asia,68.46893114,68.46893114,68.46893114,68.46893114,68.46893114,68.46893114,68.46893114,68.46893114,68.46893114,68.46893114,68.46893114,68.46893114,68.63489987,68.79815774,68.95868796,69.11695203,69.27294526,69.42622063,69.57677777,69.72460811,69.87017904,70.01302136
People with basic handwashing facilities including soap and water (% of population),Comoros,COM,Sub-Saharan Africa,15.54995861,15.54995861,15.54995861,15.54995861,15.54995861,15.54995861,15.54995861,15.54995861,15.54995861,15.55108417,15.55275603,15.55491095,15.55758106,15.56079722,15.56449524,15.56874121,15.5735333,15.57832539,15.58311748,15.58790957,15.59270166,15.59749375
People with basic handwashing facilities including soap and water (% of population),Costa Rica,CRI,Latin America & Caribbean,83.3777407,83.3777407,83.3777407,83.3777407,83.3777407,83.3777407,83.38815529,83.39837444,83.40840039,83.4181744,83.62740842,83.84134987,84.05944871,84.2813438,84.50670013,84.73523858,84.9666694,85.20069095,85.43706039,85.67551777,85.91586561,85.93699637
People with basic handwashing facilities including soap and water (% of population),Cote d'Ivoire,CIV,Sub-Saharan Africa,14.7720644,14.7720644,14.7720644,14.7720644,14.7720644,14.7720644,14.7720644,14.84423552,14.91658,14.98875192,15.06109534,15.70221759,16.34590481,16.99215649,17.64097279,18.29404163,18.95106285,19.61229438,20.27781045,20.94748272,21.62137577,21.71745746
People with basic handwashing facilities including soap and water (% of population),Cuba,CUB,Latin America & Caribbean,82.79432354,82.79432354,82.79432354,82.79432354,82.79432354,82.79432354,82.79432354,82.79432354,82.79432354,82.80651217,82.81870835,82.83089167,82.84308341,84.01482531,85.1844949,86.35379338,87.522481,88.69195134,89.86191274,91.03200476,92.20205681,93.37178034
People with basic handwashing facilities including soap and water (% of population),Dominican Republic,DOM,Latin America & Caribbean,52.78424183,52.78424183,52.78424183,52.78424183,52.78424183,52.78424183,52.78424183,52.78424183,52.78424183,52.98488491,53.18051983,53.35402051,53.51152999,52.93034262,52.348443,51.76585307,51.18226487,50.59701052,50.00734031,49.41316822,48.81444072,48.2114397
People with basic handwashing facilities including soap and water (% of population),Ecuador,ECU,North America,86.97551855,86.97551855,86.97551855,86.97551855,86.97551855,86.97551855,86.97551855,86.97551855,86.97551855,86.97551855,86.97551855,86.99727646,87.01578729,87.03429887,87.05267511,87.07119042,87.08956507,87.10793859,87.12834781,87.15064232,87.17496415,87.20131409
People with basic handwashing facilities including soap and water (% of population),"Egypt, Arab Rep.",EGY,Middle East & North Africa,66.04585646,67.54782461,69.04805147,70.54654588,72.04330554,73.5383324,75.03161959,76.51412547,77.99140432,79.46961853,80.94838381,82.42804941,83.9040111,85.38211761,86.8621401,88.34419815,89.82833898,89.8269699,89.82691908,89.82824051,89.83093199,89.83093199
People with basic handwashing facilities including soap and water (% of population),El Salvador,SLV,Latin America & Caribbean,90.29575102,90.29575102,90.29575102,90.29575102,90.29575102,90.29575102,90.29575102,90.29575102,90.29575102,90.29575102,90.29575102,90.34940525,90.40237572,90.45455265,90.50605516,90.55681861,90.60604248,90.6536086,90.69957921,90.69957921,90.69957921,90.69957921
People with basic handwashing facilities including soap and water (% of population),Eswatini,SWZ,Sub-Saharan Africa,23.68709045,23.68709045,23.68709045,23.68709045,23.68709045,23.6472545,23.60742003,23.58221145,23.64943334,23.71696612,23.78481123,23.85327834,23.89964867,23.94633082,23.99301354,24.04000692,24.08948902,24.14115074,24.19530185,24.25194273,24.3110734,24.3110734
People with basic handwashing facilities including soap and water (% of population),Ethiopia,ETH,Sub-Saharan Africa,7.497472952,7.497472952,7.497472952,7.497472952,7.497472952,7.497472952,7.497472952,7.497472952,7.497472952,7.497472952,7.497472952,7.561661838,7.627240183,7.691274331,7.75654362,7.822892977,7.890476293,7.958985849,8.028883864,8.100170795,8.172692067,8.246602022
People with basic handwashing facilities including soap and water (% of population),"Gambia, The",GMB,Sub-Saharan Africa,12.83587551,12.83587551,12.83587551,12.83587551,12.83587551,12.83587551,12.83587551,12.83587551,12.83587551,12.83587551,12.83587551,12.83587551,12.83587551,12.84715745,12.85832887,12.86937391,12.8802608,12.89100576,12.90159356,12.91202316,12.92229528,12.93239305
People with basic handwashing facilities including soap and water (% of population),Ghana,GHA,Sub-Saharan Africa,40.84998316,40.84998316,40.84998316,40.84998316,40.84998316,40.84998316,40.84998316,40.84998316,40.84998316,40.84998316,40.84998316,40.84998316,40.9289159,41.00737952,41.08538074,41.16291459,41.23998541,41.31647414,41.39238166,41.46759324,41.54222161,41.61615555
People with basic handwashing facilities including soap and water (% of population),Guatemala,GTM,Latin America & Caribbean,76.40238214,76.40238214,76.40238214,76.40238214,76.40238214,76.40238214,76.40238214,76.40238214,76.40238214,76.40238214,76.40238214,76.40238214,76.44213652,76.48348582,76.52643172,76.5712367,76.61750529,76.66550421,76.7152333,76.76641767,76.76641767,76.76641767
People with basic handwashing facilities including soap and water (% of population),Guinea-Bissau,GNB,Sub-Saharan Africa,1.463568095,1.463568095,1.463568095,1.463568095,1.463568095,1.463568095,1.463568095,1.463568095,1.463568095,1.463568095,2.958614989,4.457286745,5.959658242,7.465717991,8.975548057,10.48919041,12.00661919,13.52786047,15.05301802,16.58204984,18.1149849,19.65185008
People with basic handwashing facilities including soap and water (% of population),Guyana,GUY,Latin America & Caribbean,75.88789787,75.88789787,75.88789787,75.88789787,75.88789787,75.88789787,75.88789787,75.88789787,75.88789787,75.89168176,75.89545208,75.89920874,75.89920638,76.66101597,77.42243806,78.18328326,78.94328644,79.70217832,80.45984408,81.21592427,81.97023005,82.7225263
People with basic handwashing facilities including soap and water (% of population),Haiti,HTI,Latin America & Caribbean,24.18315235,24.18315235,24.18315235,24.18315235,24.18315235,24.18315235,24.18315235,24.32358509,24.46502965,24.60647542,24.74849953,24.49545468,24.23750411,23.97408297,23.70561415,23.43182124,23.1510394,22.86274661,22.56721578,22.2645912,22.37304405,22.47907502
People with basic handwashing facilities including soap and water (% of population),Honduras,HND,Latin America & Caribbean,83.46549135,83.46549135,83.46549135,83.46549135,83.46549135,83.46549135,83.46549135,83.51937811,83.57334908,83.62715124,83.68103966,83.83960286,83.98974954,84.1312079,84.26419987,84.38848981,84.50425283,84.61151561,84.71031643,84.80075495,84.88293916,84.9569378
People with basic handwashing facilities including soap and water (% of population),India,IND,South Asia,59.33857962,59.33857962,59.33857962,59.33857962,59.33857962,59.33857962,59.33857962,59.33857962,59.33857962,59.33857962,59.33857962,59.43491763,59.53460088,59.63734533,59.7434301,61.83639136,63.9222864,66.00089544,68.07148665,70.13359887,72.18676937,74.23072608
People with basic handwashing facilities including soap and water (% of population),Indonesia,IDN,South Asia,75.13763198,75.13763198,75.13763198,75.13763198,75.13763198,75.13763198,75.13763198,75.2999752,75.4629299,75.62567964,75.7845585,76.1456457,76.48970228,76.8163932,77.1262517,77.4188183,77.6941682,77.95191026,78.19248125,78.41584428,78.62238806,78.81205632
People with basic handwashing facilities including soap and water (% of population),Iraq,IRQ,Middle East & North Africa,89.47319331,89.47319331,89.47319331,89.47319331,89.47319331,89.47319331,89.48244094,89.49186728,89.50128682,89.51053551,90.24501026,90.98180187,91.71345042,92.43999868,93.16159252,93.87822863,94.59059271,95.29827931,96.00078593,96.69759556,97.38824327,97.38989164
People with basic handwashing facilities including soap and water (% of population),Jamaica,JAM,Latin America & Caribbean,66.54799739,66.54799739,66.54799739,66.54799739,66.54799739,66.54799739,66.54799739,66.54799739,66.55928368,66.57050637,66.58172973,66.59301562,66.60520356,66.61835843,66.63247722,66.64750463,66.64750463,66.64750463,66.64750463,66.64750463,66.64750463,66.64750463
People with basic handwashing facilities including soap and water (% of population),Kenya,KEN,Sub-Saharan Africa,37.08688262,37.08688262,37.08688262,37.08688262,37.08688262,37.08688262,37.08688262,37.08688262,37.08688262,37.08688262,37.08688262,37.08688262,37.12831493,37.1708667,37.21433556,37.25882027,37.30432498,37.35084627,37.39848973,37.44704835,37.49672492,37.54742265
People with basic handwashing facilities including soap and water (% of population),Kyrgyz Republic,KGZ,Europe & Central Asia,83.62369874,83.62369874,83.62369874,83.62369874,83.62369874,83.62369874,83.62369874,83.62349132,83.62328386,83.62318147,83.62544932,85.25760569,86.89080776,88.52410327,90.1568081,91.78814232,93.41736532,95.0436464,96.66621943,98.28426475,98.28426475,98.28426475
People with basic handwashing facilities including soap and water (% of population),Lao PDR,LAO,East Asia & Pacific,54.40382956,54.40382956,54.40382956,54.40382956,54.40382956,54.40382956,54.40382956,54.40382956,54.40382956,54.40382956,54.40382956,54.40382956,54.40382956,54.40382956,54.57450218,54.74684093,54.92112122,55.09651674,55.27301533,55.450908,55.62990343,55.81001562
People with basic handwashing facilities including soap and water (% of population),Lesotho,LSO,Sub-Saharan Africa,5.15691241,5.15691241,5.15691241,5.15691241,5.15691241,5.15691241,5.15691241,5.15691241,5.15691241,5.190465805,5.22455974,5.259126079,5.285725718,5.312528107,5.339600697,5.367010579,5.394622893,5.422505811,5.451063533,5.480228698,5.510136674,5.540652354
People with basic handwashing facilities including soap and water (% of population),Liberia,LBR,Sub-Saharan Africa,1.16857591,1.16857591,1.16857591,1.16857591,1.16857591,1.16857591,1.16857591,1.16857591,1.16857591,1.16857591,1.16857591,1.16857591,1.16857591,1.16857591,1.406157977,1.647175112,1.891756231,2.139975976,2.392002036,2.647928538,2.907872455,3.171951573
People with basic handwashing facilities including soap and water (% of population),Madagascar,MDG,Sub-Saharan Africa,23.70901893,23.78060461,23.85272094,23.77739079,23.70097364,23.70700946,23.7115265,23.71420299,23.71547152,23.71403302,23.71033201,23.70407865,23.69522879,23.68350483,23.66910177,23.65152189,23.6309617,23.60716786,23.58010845,23.54933149,23.51525164,23.47721334
People with basic handwashing facilities including soap and water (% of population),Malawi,MWI,Sub-Saharan Africa,15.48391257,15.46997027,15.45563869,15.4411136,15.42619509,15.41107557,15.39555735,15.37982831,15.36369699,15.34935172,15.33671202,15.32587675,15.31658462,15.30910199,15.30299376,15.29868803,15.29558446,15.29409864,15.29412903,15.29541694,15.29818633,15.30217362
People with basic handwashing facilities including soap and water (% of population),Maldives,MDV,South Asia,95.76719485,95.76719485,95.76719485,95.76719485,95.76719485,95.76719485,95.76719485,95.76719485,95.76719485,95.76719485,95.76719485,95.76719485,95.76719485,95.76719485,95.77605609,95.78495913,95.79389853,95.80286316,95.81186831,95.82091954,95.82999041,95.8390985
People with basic handwashing facilities including soap and water (% of population),Mali,MLI,Sub-Saharan Africa,16.17723688,16.17723688,16.17723688,16.17723688,16.17723688,16.17723688,16.17723688,16.17723688,16.17723688,16.17723688,16.17723688,16.17723688,16.17723688,16.17723688,16.17723688,16.32036907,16.46296119,16.60501289,16.74616437,16.88659587,17.02576725,17.16403804
People with basic handwashing facilities including soap and water (% of population),Marshall Islands,MHL,East Asia & Pacific,84.89182605,84.89182605,84.89182605,84.89182605,84.89182605,84.89182605,84.89182605,84.89182605,84.89182605,84.89182605,84.89182605,84.89182605,84.89182605,84.89182605,84.91897929,84.94544003,84.97128685,84.99645062,85.02105668,85.04498347,85.0683509,85.09115835
People with basic handwashing facilities including soap and water (% of population),Mauritania,MRT,Sub-Saharan Africa,53.71170456,53.71170456,53.71170456,53.71170456,53.71170456,53.71170456,53.71170456,53.71170456,53.71170456,53.71170456,53.9592988,54.20771597,54.45668518,54.70537696,53.1917273,51.69835212,50.22419039,48.7693815,47.33247459,45.91326946,44.51051801,43.12401096
People with basic handwashing facilities including soap and water (% of population),Mexico,MEX,Latin America & Caribbean,90.65382877,90.65382877,90.65382877,90.65382877,90.65382877,90.65382877,90.65382877,90.65382877,90.65382877,90.65382877,90.65383324,90.65382861,90.65383302,90.65382872,91.0190514,91.38427523,91.74949494,92.11471605,92.47993454,92.84515935,93.21037837,93.57559647
People with basic handwashing facilities including soap and water (% of population),Moldova,MDA,Europe & Central Asia,86.99840808,86.99840808,86.99840808,86.99840808,86.99840808,86.99840808,86.99840808,86.99840808,86.99840808,86.9949617,86.99152138,86.98807779,86.98463704,86.98119135,86.97774972,86.97708369,86.9794186,86.9794186,86.9794186,86.9794186,86.9794186,86.9794186
People with basic handwashing facilities including soap and water (% of population),Mongolia,MNG,East Asia & Pacific,59.21830078,59.21830078,59.21830078,59.21830078,59.21830078,59.69196406,60.16112613,60.62487965,61.08322418,63.58890157,66.02750407,68.1934724,70.22753729,72.25741623,74.28284311,76.30437962,78.32173311,80.3347289,82.34580849,84.35348348,86.35624289,86.36594172
People with basic handwashing facilities including soap and water (% of population),Mozambique,MOZ,Sub-Saharan Africa,11.68288613,11.68288613,11.68288613,11.68288613,11.68288613,11.68288613,11.68288613,11.68288613,11.74597742,11.81284354,11.88051893,11.94873293,12.01748682,12.08677989,12.15661155,12.22698369,12.22698369,12.22698369,12.22698369,12.22698369,12.22698369,12.22698369
People with basic handwashing facilities including soap and water (% of population),Myanmar,MMR,South Asia,74.22874542,74.22874542,74.22874542,74.22874542,74.22874542,74.22874542,74.22874542,74.22874542,74.22874542,74.22874542,74.22874542,74.25223688,74.27585335,74.29947036,74.32333083,74.34904997,74.37674847,74.40642131,74.43820085,74.47195493,74.50769075,74.54565074
People with basic handwashing facilities including soap and water (% of population),Nepal,NPL,South Asia,46.36388765,46.36388765,46.36388765,46.36388765,46.36388765,46.36388765,46.46908368,46.57629589,46.68518916,46.79576132,48.23603026,49.66772567,51.09172153,52.50673405,53.91320559,55.31018925,56.69775976,58.07524061,59.44240605,60.79861152,62.14360004,63.47675353
People with basic handwashing facilities including soap and water (% of population),Niger,NER,Sub-Saharan Africa,6.021700656,6.041732529,6.040379349,6.039296264,6.038213525,7.123087003,8.208276277,9.293510866,10.37854185,11.46387187,12.54924669,13.63443564,14.71990687,15.80542268,16.89419967,17.98640163,19.08133529,20.17914138,21.27915026,22.38148194,23.48584636,24.5917837
People with basic handwashing facilities including soap and water (% of population),Nigeria,NGA,Sub-Saharan Africa,29.67697806,29.67697806,29.67697806,29.67697806,29.67697806,29.67697806,29.67697806,29.67697806,29.67697806,29.67697806,29.67697806,29.67697806,29.81172749,29.94525244,30.07755224,30.20862592,30.33801451,30.46602616,30.59235318,30.71684341,30.83949633,30.96015682
People with basic handwashing facilities including soap and water (% of population),Oman,OMN,Middle East & North Africa,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4
People with basic handwashing facilities including soap and water (% of population),Pakistan,PAK,South Asia,51.92489234,51.92489234,51.92489234,51.92489234,51.92489234,51.92489234,51.92489234,51.92489234,52.01454138,52.10419186,52.19428078,52.28481069,55.28846148,58.27963975,61.25914322,64.22688125,67.18276337,70.12643615,73.06168679,75.98731104,78.90180155,81.80367951
People with basic handwashing facilities including soap and water (% of population),Papua New Guinea,PNG,East Asia & Pacific,29.63121669,29.63121669,29.63121669,29.63121669,29.63121669,29.63121669,29.63121669,29.63121669,29.63121669,29.63121669,29.63121669,29.63121669,29.63121669,29.63121669,29.63121669,29.64027947,29.65462729,29.67426148,29.69955851,29.73014075,29.76601242,29.80792243
People with basic handwashing facilities including soap and water (% of population),Paraguay,PRY,Latin America & Caribbean,79.85441481,79.85441481,79.85441481,79.85441481,79.85441481,79.85441481,79.85441481,79.85441481,79.85441481,79.85441481,79.85441481,79.85441481,79.85441481,79.89246563,79.92881389,79.96502977,80.00124902,80.03719975,80.07459431,80.11317489,80.1530646,80.1530646
People with basic handwashing facilities including soap and water (% of population),Philippines,PHL,East Asia & Pacific,81.58505422,81.58505422,81.58505422,81.58505422,81.58505422,81.58505422,81.58505422,81.58505422,81.58505422,81.58505422,81.58505422,81.58505422,81.59788964,81.61079346,81.6236332,81.63653464,81.64944009,81.66342533,81.6786275,81.69497827,81.71247607,81.73112388
People with basic handwashing facilities including soap and water (% of population),Rwanda,RWA,Sub-Saharan Africa,1.158397579,1.158397579,1.158397579,1.158397579,1.591981735,2.574741801,3.557612702,4.540428024,5.523269112,6.506230976,7.489127762,8.472049965,9.45510331,10.4380806,11.4228588,12.40970778,13.39855802,14.38979724,15.38359095,16.37997866,17.37924673,18.38155918
People with basic handwashing facilities including soap and water (% of population),Sao Tome and Principe,STP,Sub-Saharan Africa,38.65076475,38.65076475,38.65076475,38.65076475,38.65076475,38.65076475,38.65076475,38.65076475,38.65076475,38.46054026,38.27264769,38.0875827,37.90518054,39.82383781,41.83089376,43.92118751,46.08937137,48.33027142,50.63887017,53.01031041,55.43990068,57.92330495
People with basic handwashing facilities including soap and water (% of population),Senegal,SEN,Sub-Saharan Africa,21.05410637,21.05410637,21.05410637,21.05410637,21.05410637,21.05410637,21.05410637,21.05410637,21.05410637,21.05410637,21.05410637,21.05410637,21.15509437,21.25632556,21.35780042,21.46146437,21.56707675,21.67512065,21.78511274,21.89729347,22.01142221,22.12774048
People with basic handwashing facilities including soap and water (% of population),Serbia,SRB,Europe & Central Asia,98.12752312,98.12752312,98.12752312,98.12752312,98.12752312,98.12752312,98.12752312,98.12791342,98.1283055,98.12869288,98.12908313,98.12947588,98.12972248,98.12992037,98.1301201,98.1301201,98.1301201,98.1301201,98.1301201,98.1301201,98.1301201,98.1301201
People with basic handwashing facilities including soap and water (% of population),Sierra Leone,SLE,Sub-Saharan Africa,10.72275494,10.72275494,10.72275494,10.72275494,10.72275494,10.77126885,10.82894363,10.88691949,10.94519568,11.46946009,11.98873863,12.50314165,13.01263063,13.5169307,14.01626332,14.51048438,14.99967339,15.48442554,15.96473225,16.44029952,16.91092904,17.37642189
People with basic handwashing facilities including soap and water (% of population),Solomon Islands,SLB,East Asia & Pacific,37.07173096,37.07173096,37.07173096,37.07173096,37.07173096,37.07173096,37.07173096,37.07173096,37.07173096,37.07173096,37.07173096,37.07173096,37.26699614,37.46268492,37.65837161,37.85448465,38.0501717,38.24586137,38.44155004,38.63639297,38.63639297,38.63639297
People with basic handwashing facilities including soap and water (% of population),Somalia,SOM,Sub-Saharan Africa,24.42779232,24.42779232,24.42779232,24.42779232,24.42779232,24.42779232,24.42779232,24.42779232,24.42779232,24.42779232,24.42779232,24.42779232,24.42779232,24.42779232,24.50009101,24.57290312,24.6463578,24.72032886,24.79494189,24.86994171,24.945455,25.02135525
People with basic handwashing facilities including soap and water (% of population),South Africa,ZAF,Sub-Saharan Africa,43.34615481,43.34615481,43.34615481,43.34615481,43.34615481,43.34615481,43.34615481,43.34615481,43.34615481,43.34615481,43.34615481,43.34615481,43.34615481,43.47679106,43.60692839,43.73631358,43.86494525,43.99257606,44.11920012,44.24482404,44.36969325,44.36969325
People with basic handwashing facilities including soap and water (% of population),St. Lucia,LCA,Latin America & Caribbean,87.3433145,87.3433145,87.3433145,87.3433145,87.3433145,87.3433145,87.3433145,87.3433145,87.3433145,87.3365063,87.33084839,87.3308489,87.33084703,87.33093151,87.3310835,87.33133019,87.33164756,87.33164756,87.33164756,87.33164756,87.33164756,87.33164756
People with basic handwashing facilities including soap and water (% of population),Sudan,SDN,Middle East & North Africa,26.50096308,26.50096308,26.50096308,26.50096308,26.50096308,26.50096308,26.50096308,26.50096308,26.50096308,26.50096308,26.50096308,26.50096308,26.50096308,24.75225407,23.00354506,21.25483605,19.50612704,17.75741802,16.00870901,14.26,12.51129099,10.76258198
People with basic handwashing facilities including soap and water (% of population),Suriname,SUR,Latin America & Caribbean,72.09888003,72.09888003,72.09888003,72.09888003,72.09888003,72.09888003,72.09888003,72.09888003,72.09888003,72.09888003,72.09888003,72.09888003,72.09888003,72.09888003,72.09888003,72.09625338,72.09497914,72.09506109,72.09657057,72.0993564,72.10365568,72.10922544
People with basic handwashing facilities including soap and water (% of population),Syrian Arab Republic,SYR,Middle East & North Africa,84.19975641,84.19975641,84.19975641,84.19975641,84.19975641,84.19975641,84.19975641,84.19975641,84.19975641,84.19975641,84.19975641,84.19975641,84.19975641,84.1306776,84.0613967,84.10636954,84.15127891,84.19605325,84.24062408,84.2849941,84.32902626,84.3727243
People with basic handwashing facilities including soap and water (% of population),Tajikistan,TJK,Europe & Central Asia,72.38524188,72.38524188,72.38524188,72.38524188,72.38524188,72.38524188,72.38524188,72.38568421,72.38612511,72.38656981,72.387013,72.41936692,72.45665437,72.49800956,72.54364672,72.59314728,72.64650756,72.70350374,72.76372939,72.82735396,72.86508272,72.90721507
People with basic handwashing facilities including soap and water (% of population),Tanzania,TZA,Sub-Saharan Africa,27.36787465,27.36787465,27.36787465,27.36787465,27.36787465,27.36787465,27.36787465,27.36787465,27.36787465,27.36787465,27.36787465,27.49150649,27.61712637,27.74419293,27.87216492,28.0010389,28.13045405,28.26059353,28.39127687,28.52213759,28.65354258,28.78494722
People with basic handwashing facilities including soap and water (% of population),Thailand,THA,South Asia,84.7016749,84.7016749,84.7016749,84.7016749,84.7016749,84.7016749,84.7016749,84.7016749,84.7016749,84.7016749,84.7016749,84.73123732,84.7574649,84.78372318,84.8100561,84.83642681,84.86289516,84.88930104,84.91559496,84.94168096,84.9675933,84.99332656
People with basic handwashing facilities including soap and water (% of population),Timor-Leste,TLS,East Asia & Pacific,27.80902909,27.80902909,27.80902909,27.80902909,27.80902909,27.80902909,27.80902909,27.80902909,27.80902909,27.80902909,27.80902909,27.80902909,27.80902909,27.88166775,27.95492928,28.02881118,28.1033127,28.17822949,28.25397283,28.33033748,28.40752954,28.40752954
People with basic handwashing facilities including soap and water (% of population),Togo,TGO,Sub-Saharan Africa,7.41725232,7.41725232,7.41725232,7.41725232,7.41725232,7.490268198,7.563759039,7.63772561,7.712325349,8.548569798,9.386534513,10.22946913,11.07598824,11.92384742,12.77337983,13.6245959,14.47817604,15.33397497,16.19201425,17.05231388,17.14668569,17.24208292
People with basic handwashing facilities including soap and water (% of population),Tonga,TON,East Asia & Pacific,69.56490658,69.56490658,69.56490658,69.56490658,69.56490658,69.56490658,69.56490658,69.56490658,69.56490658,69.56490658,69.56490658,69.56490658,69.56490658,69.56490658,69.56490658,69.56490658,69.55740077,69.54989572,69.54451061,69.54111435,69.53997714,69.54068932
People with basic handwashing facilities including soap and water (% of population),Trinidad and Tobago,TTO,Latin America & Caribbean,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255,90.06344255
People with basic handwashing facilities including soap and water (% of population),Tunisia,TUN,Middle East & North Africa,86.60459293,86.60459293,86.60459293,86.60459293,86.60459293,86.60459293,86.60459293,86.68988374,86.77487672,86.85956867,86.94366448,86.67285503,86.39850235,86.12005754,85.83840007,85.55542225,85.27073666,84.9842421,84.69608731,84.40589989,84.11333932,84.19055452
People with basic handwashing facilities including soap and water (% of population),Turkmenistan,TKM,Europe & Central Asia,70.74569746,72.58037879,74.40922694,76.23202005,78.04875799,79.86175144,81.67054011,83.47459787,85.27290122,87.06518155,88.85059044,90.62851285,92.39840218,94.15961996,95.91144755,97.65336489,97.65336489,97.65336489,97.65336489,97.65336489,97.65336489,97.65336489
